data.type,age,d13C,formation,member,taxon,sample.id,reference,notes
paleosol,1.75,-9.37,Koobi Fora,KBS,NA,K04-23,Quinn et al. (2007),
paleosol,1.75,-7.87,Koobi Fora,KBS,NA,K03-54,Quinn et al. (2007),
paleosol,1.75,-7.21,Koobi Fora,KBS,NA,K03-51,Quinn et al. (2007),
paleosol,1.75,-6.4,Koobi Fora,KBS,NA,K03-52,Quinn et al. (2007),
paleosol,1.75,-6.4,Koobi Fora,KBS,NA,K04-22,Quinn et al. (2007),
paleosol,1.75,-6.04,Koobi Fora,KBS,NA,K04-20,Quinn et al. (2007),
paleosol,1.75,-5.97,Koobi Fora,KBS,NA,K04-21,Quinn et al. (2007),
paleosol,1.75,-5.24,Koobi Fora,KBS,NA,K03-55,Quinn et al. (2007),
paleosol,1.75,-5.17,Koobi Fora,KBS,NA,K04-24,Quinn et al. (2007),
paleosol,1.75,-3.69,Koobi Fora,KBS,NA,K04-25,Quinn et al. (2007),
paleosol,1.75,-2.79,Koobi Fora,KBS,NA,K04-26,Quinn et al. (2007),
paleosol,1.74,-5.2,Koobi Fora,KBS,NA,102-423,Cerling et al. (1988),
paleosol,1.74,-5.68,Koobi Fora,KBS,NA,K03-50,Quinn et al. (2007),
paleosol,1.74,-4.23,Koobi Fora,KBS,NA,K04-19,Quinn et al. (2007),
paleosol,1.74,-3.66,Koobi Fora,KBS,NA,K04-17,Quinn et al. (2007),
paleosol,1.74,-3.41,Koobi Fora,KBS,NA,K04-16,Quinn et al. (2007),
paleosol,1.74,-2.87,Koobi Fora,KBS,NA,K04-18,Quinn et al. (2007),
paleosol,1.73,-7.59,Koobi Fora,KBS,NA,K03-49,Quinn et al. (2007),
paleosol,1.73,-6.43,Koobi Fora,KBS,NA,K04-15,Quinn et al. (2007),
paleosol,1.73,-4.89,Koobi Fora,KBS,NA,K04-12,Quinn et al. (2007),
paleosol,1.73,-4.69,Koobi Fora,KBS,NA,K04-14,Quinn et al. (2007),
paleosol,1.73,-3.58,Koobi Fora,KBS,NA,K04-10,Quinn et al. (2007),
paleosol,1.73,-3.08,Koobi Fora,KBS,NA,K04-13,Quinn et al. (2007),
paleosol,1.73,-2.97,Koobi Fora,KBS,NA,K04-11,Quinn et al. (2007),
paleosol,1.73,-2.68,Koobi Fora,KBS,NA,K05-1,Quinn et al. (2007),
paleosol,1.73,-2.26,Koobi Fora,KBS,NA,K05-2,Quinn et al. (2007),
paleosol,1.73,0.43,Koobi Fora,KBS,NA,K05-3,Quinn et al. (2007),
paleosol,1.71,-6.27,Koobi Fora,KBS,NA,130NL-16B,Levin et al. (2011),
paleosol,1.71,-8.85,Koobi Fora,KBS,NA,K03-48,Quinn et al. (2007),
enamel,1.7,-0.1,Koobi Fora,KBS,Paranthropus,KNM-ER 732A,"Cerling et al., 2013",
enamel,1.7,-3.4,Koobi Fora,KBS,Paranthropus,KNM-ER 810,"Cerling et al., 2013",
enamel,1.7,-1.9,Koobi Fora,KBS,Paranthropus,KNM-ER 816B,"Cerling et al., 2013",
enamel,1.7,-2.3,Koobi Fora,KBS,Paranthropus,KNM-ER 1479A,"Cerling et al., 2013",
enamel,1.7,-1.2,Koobi Fora,KBS,Paranthropus,KNM-ER 1804,"Cerling et al., 2013",
enamel,1.7,-1.3,Koobi Fora,KBS,Paranthropus,KNM-ER 1806C,"Cerling et al., 2013",
enamel,1.7,0.9,Koobi Fora,KBS,Paranthropus,KNM-ER 1819,"Cerling et al., 2013",
enamel,1.7,-1.2,Koobi Fora,KBS,Paranthropus,KNM-ER 3952F,"Cerling et al., 2013",
enamel,1.7,0.2,Koobi Fora,KBS,Paranthropus,KNM-ER 13750,"Cerling et al., 2013",
enamel,1.7,-1.1,Koobi Fora,KBS,Paranthropus,KNM-ER 15940,"Cerling et al., 2013",
enamel,1.7,-2.6,Koobi Fora,KBS,Homo,KNM-ER 730A,"Cerling et al., 2013",
enamel,1.7,-7.4,Koobi Fora,KBS,Homo,KNM-ER 1593C,"Cerling et al., 2013",
enamel,1.7,-7.7,Koobi Fora,KBS,Homo,KNM-ER 1805,"Cerling et al., 2013",
enamel,1.7,-2.6,Koobi Fora,KBS,Homo,KNM-ER 1808I,"Cerling et al., 2013",
enamel,1.7,-6.6,Koobi Fora,KBS,Homo,KNM-ER 1814E,"Cerling et al., 2013",
enamel,1.7,-9.9,Koobi Fora,KBS,Homo,KNM-ER 2599,"Cerling et al., 2013",
enamel,1.7,-9.9,Koobi Fora,KBS,Homo,KNM-ER 2600,"Cerling et al., 2013",
enamel,1.7,-5.8,Koobi Fora,KBS,Homo,KNM-ER 3734,"Cerling et al., 2013",
enamel,1.7,-5.5,Koobi Fora,KBS,Homo,KNM-ER 7330,"Cerling et al., 2013",
enamel,1.7,-5.8,Koobi Fora,KBS,Homo,KNM-ER 45501,"Cerling et al., 2013",
enamel,1.7,-3.9,Koobi Fora,KBS,Homo,KNM-ER 45502,"Cerling et al., 2013",
enamel,1.7,-8.6,Koobi Fora,KBS,Homo,KNM-ER 45503,"Cerling et al., 2013",
enamel,1.7,-5.9,Koobi Fora,KBS,Aepycerotini,f 1040,"Cerling et al., 2015",
enamel,1.7,0.5,Koobi Fora,KBS,Aepycerotini,f 6129,"Cerling et al., 2015",
enamel,1.7,-3.5,Koobi Fora,KBS,Aepycerotini,f 7615,"Cerling et al., 2015",
enamel,1.7,-0.7,Koobi Fora,KBS,Aepycerotini,FxJj1-366,"Cerling et al., 2015",
enamel,1.7,1.7,Koobi Fora,KBS,Aepycerotini,FxJj1-567,"Cerling et al., 2015",
enamel,1.7,1.7,Koobi Fora,KBS,Alcelaphini,104-A3.01,"Cerling et al., 2015",
enamel,1.7,1.3,Koobi Fora,KBS,Alcelaphini,104-A3.02,"Cerling et al., 2015",
enamel,1.7,3.7,Koobi Fora,KBS,Alcelaphini,104-B17.01,"Cerling et al., 2015",
enamel,1.7,1.3,Koobi Fora,KBS,Alcelaphini,104-B2.01,"Cerling et al., 2015",
enamel,1.7,0.1,Koobi Fora,KBS,Alcelaphini,104-B23.01,"Cerling et al., 2015",
enamel,1.7,0.2,Koobi Fora,KBS,Alcelaphini,105-0208-31.1,"Cerling et al., 2015",
enamel,1.7,1.4,Koobi Fora,KBS,Alcelaphini,105-1311-01.2,"Cerling et al., 2015",
enamel,1.7,0.9,Koobi Fora,KBS,Alcelaphini,105-1311-05.1,"Cerling et al., 2015",
enamel,1.7,-2.5,Koobi Fora,KBS,Alcelaphini,105-1311-06.1,"Cerling et al., 2015",
enamel,1.7,0.8,Koobi Fora,KBS,Alcelaphini,105-1311-44.1,"Cerling et al., 2015",
enamel,1.7,1.5,Koobi Fora,KBS,Alcelaphini,105-1311-45.1,"Cerling et al., 2015",
enamel,1.7,1,Koobi Fora,KBS,Alcelaphini,105-1311-45.2,"Cerling et al., 2015",
enamel,1.7,1.3,Koobi Fora,KBS,Alcelaphini,105-1311-B15.1,"Cerling et al., 2015",
enamel,1.7,-1.7,Koobi Fora,KBS,Alcelaphini,105-1311-B36.1,"Cerling et al., 2015",
enamel,1.7,0.5,Koobi Fora,KBS,Alcelaphini,f 43444,"Cerling et al., 2015",
enamel,1.7,2.3,Koobi Fora,KBS,Alcelaphini,f 6131,"Cerling et al., 2015",
enamel,1.7,1.9,Koobi Fora,KBS,Alcelaphini,f 6494 ave,"Cerling et al., 2015",
enamel,1.7,1.4,Koobi Fora,KBS,Alcelaphini,f 7444,"Cerling et al., 2015",
enamel,1.7,1.6,Koobi Fora,KBS,Alcelaphini,f 7484,"Cerling et al., 2015",
enamel,1.7,0.9,Koobi Fora,KBS,Alcelaphini,FxJj1-62,"Cerling et al., 2015",
enamel,1.7,0.7,Koobi Fora,KBS,Alcelaphini,FxJj82-1737,"Cerling et al., 2015",
enamel,1.7,0.9,Koobi Fora,KBS,Alcelaphini,KNM-ER 2373,"Cerling et al., 2015",
enamel,1.7,1,Koobi Fora,KBS,Alcelaphini,KNM-ER 2518,"Cerling et al., 2015",
enamel,1.7,-0.1,Koobi Fora,KBS,Alcelaphini,KNM-ER 4323,"Cerling et al., 2015",
enamel,1.7,-0.8,Koobi Fora,KBS,Alcelaphini,KNM-ER 4789,"Cerling et al., 2015",
enamel,1.7,0.6,Koobi Fora,KBS,Alcelaphini,KNM-ER 5066,"Cerling et al., 2015",
enamel,1.7,2,Koobi Fora,KBS,Alcelaphini,KNM-ER 5148,"Cerling et al., 2015",
enamel,1.7,1,Koobi Fora,KBS,Alcelaphini,KNM-ER 515,"Cerling et al., 2015",
enamel,1.7,-4.3,Koobi Fora,KBS,Antilopini,104-B2.02,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Antilopini,f 2087,"Cerling et al., 2015",
enamel,1.7,0.8,Koobi Fora,KBS,Antilopini,f 7543,"Cerling et al., 2015",
enamel,1.7,-1.1,Koobi Fora,KBS,Antilopini,f 7605,"Cerling et al., 2015",
enamel,1.7,1,Koobi Fora,KBS,Antilopini,f 9227,"Cerling et al., 2015",
enamel,1.7,-0.1,Koobi Fora,KBS,Antilopini,KNM-ER 5101,"Cerling et al., 2015",
enamel,1.7,-4.1,Koobi Fora,KBS,Antilopini,KNM-ER 5192,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.1,Koobi Fora,KBS,Antilopini,KNM-ER 5295,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.3,Koobi Fora,KBS,Bovini,f 1530,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,2.5,Koobi Fora,KBS,Bovini,f 1778,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.8,Koobi Fora,KBS,Bovini,KNM-ER 5044,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-1,Koobi Fora,KBS,Bovini,KNM-ER 542,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.8,Koobi Fora,KBS,Bovini,KNM-ER 5455,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.3,Koobi Fora,KBS,Ceratotherium,f 5688,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-11.8,Koobi Fora,KBS,Deinotherium,KNM-ER 2258,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-8.9,Koobi Fora,KBS,Diceros,105-1311-02.1,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.2,Koobi Fora,KBS,Elephas,KNM-ER 1691,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-1.5,Koobi Fora,KBS,Elephas,KNM-ER 1693,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.7,Koobi Fora,KBS,Elephas,KNM-ER 1700 ave,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-2.8,Koobi Fora,KBS,Elephas,KNM-ER 927 ,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,1.3,Koobi Fora,KBS,Equus,f 6280,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.1,Koobi Fora,KBS,Equus,f 7285,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-1.5,Koobi Fora,KBS,Equus,ft-6,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.3,Koobi Fora,KBS,Equus,KNM-ER 1224,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.5,Koobi Fora,KBS,Equus,KNM-ER 1259 ave ,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.1,Koobi Fora,KBS,Equus,KNM-ER 2642,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,2.1,Koobi Fora,KBS,Equus,KNM-ER 4030,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,0.7,Koobi Fora,KBS,Equus,KNM-ER 1250,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.9,Koobi Fora,KBS,Equus,KNM-ER 1255,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.1,Koobi Fora,KBS,Equus,KNM-ER 2064,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.4,Koobi Fora,KBS,Equus,KNM-ER 2613,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,1.1,Koobi Fora,KBS,Eurygnathohippus,f 6101,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-0.4,Koobi Fora,KBS,Eurygnathohippus,KNM-ER 5359,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-10.9,Koobi Fora,KBS,Giraffa,f 12237,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-10.9,Koobi Fora,KBS,Giraffa,f 14249,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-11,Koobi Fora,KBS,Giraffa,f 6177 rpt,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-12.6,Koobi Fora,KBS,Giraffa,f 7133,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-12.3,Koobi Fora,KBS,Giraffa,FxJj1-619,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-10.7,Koobi Fora,KBS,Giraffa,KNM-ER 1492,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-12.2,Koobi Fora,KBS,Giraffa,KNM-ER 1495,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-12.1,Koobi Fora,KBS,Giraffa,KNM-ER 932,"Cerling et al., 2015",member assignation based on age column
enamel,1.7,-3.6,Koobi Fora,KBS,Hippopotamidae,104-A3.03,"Cerling et al., 2015",member assignation based on age column & Wynn 2004 Table 1
enamel,1.7,0,Koobi Fora,KBS,Hippopotamidae,104-B1.01,"Cerling et al., 2015",
enamel,1.7,0.5,Koobi Fora,KBS,Hippopotamidae,104-B17.03,"Cerling et al., 2015",
enamel,1.7,-2.7,Koobi Fora,KBS,Hippopotamidae,104-B24.01,"Cerling et al., 2015",
enamel,1.7,-7.2,Koobi Fora,KBS,Hippopotamidae,104-B7.02,"Cerling et al., 2015",
enamel,1.7,-0.4,Koobi Fora,KBS,Hippopotamidae,105-1311-01.1,"Cerling et al., 2015",
enamel,1.7,-1.6,Koobi Fora,KBS,Hippopotamidae,105-1311-03.6,"Cerling et al., 2015",
enamel,1.7,-1.8,Koobi Fora,KBS,Hippopotamidae,105-1311-03.7,"Cerling et al., 2015",
enamel,1.7,-1.6,Koobi Fora,KBS,Hippopotamidae,FxJj1-2019,"Cerling et al., 2015",
enamel,1.7,-0.7,Koobi Fora,KBS,Hippopotamidae,FxJj3-40,"Cerling et al., 2015",
enamel,1.7,-2.9,Koobi Fora,KBS,Hippopotamidae,KNM-ER 1412,"Cerling et al., 2015",
enamel,1.7,0,Koobi Fora,KBS,Hippopotamidae,KNM-ER 1422,"Cerling et al., 2015",
enamel,1.7,-1.8,Koobi Fora,KBS,Hippopotamidae,KNM-ER 2186,"Cerling et al., 2015",
enamel,1.7,-0.5,Koobi Fora,KBS,Hippopotamidae,KNM-ER 5464,"Cerling et al., 2015",
enamel,1.7,-3,Koobi Fora,KBS,Hippopotamidae,KNM-ER 5509,"Cerling et al., 2015",
enamel,1.7,-0.2,Koobi Fora,KBS,Hippopotamidae,KNM-ER 5510,"Cerling et al., 2015",
enamel,1.7,-0.1,Koobi Fora,KBS,Hippopotamidae,KNM-ER 5513,"Cerling et al., 2015",
enamel,1.7,-1.5,Koobi Fora,KBS,Hippopotamidae,KNM-ER 5576,"Cerling et al., 2015",
enamel,1.7,-2.7,Koobi Fora,KBS,Hippopotamidae,KNM-ER 5648,"Cerling et al., 2015",
enamel,1.7,-1.1,Koobi Fora,KBS,Hippopotamidae,KNM-ER 637,"Cerling et al., 2015",
enamel,1.7,-0.3,Koobi Fora,KBS,Hippopotamidae,KNM-ER 638,"Cerling et al., 2015",
enamel,1.7,-1.9,Koobi Fora,KBS,Hippopotamidae,KNM-ER 671,"Cerling et al., 2015",
enamel,1.7,-2.5,Koobi Fora,KBS,Hippotragini,KNM-ER 1911,"Cerling et al., 2015",
enamel,1.7,-0.1,Koobi Fora,KBS,Kolpochoerus,105-0208-21.1,"Cerling et al., 2015",
enamel,1.7,-0.3,Koobi Fora,KBS,Kolpochoerus,105-0208-37.1,"Cerling et al., 2015",
enamel,1.7,-0.2,Koobi Fora,KBS,Kolpochoerus,105-1311-X.2,"Cerling et al., 2015",
enamel,1.7,0.5,Koobi Fora,KBS,Kolpochoerus,FxJj1-03,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Kolpochoerus,FxJj3-2111,"Cerling et al., 2015",
enamel,1.7,1.1,Koobi Fora,KBS,Kolpochoerus,KNM-ER 2704 ave,"Cerling et al., 2015",
enamel,1.7,0.2,Koobi Fora,KBS,Kolpochoerus,KNM-ER 3304,"Cerling et al., 2015",
enamel,1.7,-0.2,Koobi Fora,KBS,Metridiochoerus,105-0208-38.1,"Cerling et al., 2015",
enamel,1.7,-1,Koobi Fora,KBS,Metridiochoerus,105-1311-04.1,"Cerling et al., 2015",
enamel,1.7,-0.4,Koobi Fora,KBS,Metridiochoerus,105-1311-04.2,"Cerling et al., 2015",
enamel,1.7,-0.4,Koobi Fora,KBS,Metridiochoerus,105-1311-18.2,"Cerling et al., 2015",
enamel,1.7,-0.7,Koobi Fora,KBS,Metridiochoerus,f 14439,"Cerling et al., 2015",
enamel,1.7,0.1,Koobi Fora,KBS,Metridiochoerus,f 14440,"Cerling et al., 2015",
enamel,1.7,0.1,Koobi Fora,KBS,Metridiochoerus,f 16003,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Metridiochoerus,f 18007,"Cerling et al., 2015",
enamel,1.7,-1.1,Koobi Fora,KBS,Metridiochoerus,f 2048,"Cerling et al., 2015",
enamel,1.7,0.2,Koobi Fora,KBS,Metridiochoerus,f 2056,"Cerling et al., 2015",
enamel,1.7,-0.4,Koobi Fora,KBS,Metridiochoerus,f 6553,"Cerling et al., 2015",
enamel,1.7,0.3,Koobi Fora,KBS,Metridiochoerus,FxJj1-13,"Cerling et al., 2015",
enamel,1.7,0.3,Koobi Fora,KBS,Metridiochoerus,FxJj3-1023,"Cerling et al., 2015",
enamel,1.7,0.5,Koobi Fora,KBS,Metridiochoerus,FxJj82-1286,"Cerling et al., 2015",
enamel,1.7,-0.7,Koobi Fora,KBS,Metridiochoerus,FxJj82-1294,"Cerling et al., 2015",
enamel,1.7,0.2,Koobi Fora,KBS,Metridiochoerus,FxJj82-432,"Cerling et al., 2015",
enamel,1.7,0,Koobi Fora,KBS,Metridiochoerus,FxJj82-436,"Cerling et al., 2015",
enamel,1.7,-0.4,Koobi Fora,KBS,Metridiochoerus,FxJj82-453,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Metridiochoerus,KNM-ER 3653,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Metridiochoerus,KNM-ER 5240,"Cerling et al., 2015",
enamel,1.7,-0.3,Koobi Fora,KBS,Metridiochoerus,f 6681,"Cerling et al., 2015",
enamel,1.7,-1.6,Koobi Fora,KBS,Notochoerus,105-1311-01.3,"Cerling et al., 2015",
enamel,1.7,-0.7,Koobi Fora,KBS,Reduncini,104-B31.01,"Cerling et al., 2015",
enamel,1.7,-0.9,Koobi Fora,KBS,Reduncini,f 6601,"Cerling et al., 2015",
enamel,1.7,1.4,Koobi Fora,KBS,Reduncini,f 7104,"Cerling et al., 2015",
enamel,1.7,0.7,Koobi Fora,KBS,Reduncini,f 7428,"Cerling et al., 2015",
enamel,1.7,1.2,Koobi Fora,KBS,Reduncini,f 7516,"Cerling et al., 2015",
enamel,1.7,0.7,Koobi Fora,KBS,Reduncini,f 7525,"Cerling et al., 2015",
enamel,1.7,-1.6,Koobi Fora,KBS,Reduncini,f 7581,"Cerling et al., 2015",
enamel,1.7,1,Koobi Fora,KBS,Reduncini,f 7586,"Cerling et al., 2015",
enamel,1.7,0.8,Koobi Fora,KBS,Reduncini,KNM-ER 4409,"Cerling et al., 2015",
enamel,1.7,-0.3,Koobi Fora,KBS,Reduncini,KNM-ER 4557,"Cerling et al., 2015",
enamel,1.7,0,Koobi Fora,KBS,Sivatherium,105-1311-03 average,"Cerling et al., 2015",
enamel,1.7,-5.4,Koobi Fora,KBS,Sivatherium,105-1311-16 average,"Cerling et al., 2015",
enamel,1.7,-0.6,Koobi Fora,KBS,Sivatherium,105-1311-43.1,"Cerling et al., 2015",
enamel,1.7,0.7,Koobi Fora,KBS,Sivatherium,f 1795,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Sivatherium,f 2313,"Cerling et al., 2015",
enamel,1.7,-0.2,Koobi Fora,KBS,Sivatherium,KNM-ER 1198,"Cerling et al., 2015",
enamel,1.7,-2.6,Koobi Fora,KBS,Sivatherium,KNM-ER 1201,"Cerling et al., 2015",
enamel,1.7,-4.2,Koobi Fora,KBS,Sivatherium,KNM-ER 316,"Cerling et al., 2015",
enamel,1.7,-8.3,Koobi Fora,KBS,Tragelaphini,105-1311-03.8,"Cerling et al., 2015",
enamel,1.7,-3,Koobi Fora,KBS,Tragelaphini,105-1311-10.1,"Cerling et al., 2015",
enamel,1.7,0.4,Koobi Fora,KBS,Tragelaphini,f 13736,"Cerling et al., 2015",
enamel,1.7,-10.2,Koobi Fora,KBS,Tragelaphini,f 14432,"Cerling et al., 2015",
enamel,1.7,-7.2,Koobi Fora,KBS,Tragelaphini,f 6052,"Cerling et al., 2015",
enamel,1.7,-5.3,Koobi Fora,KBS,Tragelaphini,f 6586,"Cerling et al., 2015",
enamel,1.7,-3.7,Koobi Fora,KBS,Tragelaphini,f 7481b,"Cerling et al., 2015",
enamel,1.7,-10,Koobi Fora,KBS,Tragelaphini,KNM-ER 4912,"Cerling et al., 2015",
enamel,1.7,-6.4,Koobi Fora,KBS,Tragelaphini,KNM-ER 7470,"Cerling et al., 2015",
enamel,1.7,-8.35,Koobi Fora,KBS,Homo,KNM-ER 1478A,"Cerling et al., 2013",
enamel,1.7,-4.2,Koobi Fora,KBS,Homo,KNM-ER 3733,"Cerling et al., 2013",
enamel,1.7,0.8,Koobi Fora,KBS,Antilopini,f 1408,"Cerling et al., 2015",
enamel,1.7,-1.25,Koobi Fora,KBS,Antilopini,KNM-ER 4997,"Cerling et al., 2015",
enamel,1.7,0.35,Koobi Fora,KBS,Elephas,KNM-ER 1302,"Cerling et al., 2015",
enamel,1.7,-0.6,Koobi Fora,KBS,Metridiochoerus,105-1311-01.4,"Cerling et al., 2015",
paleosol,1.7,-6.17,Koobi Fora,KBS,NA,104NL-01c #1,Levin et al. (2011),
paleosol,1.7,-5.91,Koobi Fora,KBS,NA,104NL-01a #1,Levin et al. (2011),
paleosol,1.7,-2.67,Koobi Fora,KBS,NA,104NL-01b,Levin et al. (2011),
paleosol,1.69,-6.42,Koobi Fora,KBS,NA,130NL-16A,Levin et al. (2011),
paleosol,1.68,-4.6,Koobi Fora,KBS,NA,102-428,Cerling et al. (1988),
paleosol,1.68,-0.8,Koobi Fora,KBS,NA,101-306,Cerling et al. (1988),
paleosol,1.68,-7.11,Koobi Fora,KBS,NA,K03-44,Quinn et al. (2007),
paleosol,1.68,-6.66,Koobi Fora,KBS,NA,K03-47,Quinn et al. (2007),
paleosol,1.68,-6.5,Koobi Fora,KBS,NA,K03-45,Quinn et al. (2007),
paleosol,1.68,-3.76,Koobi Fora,KBS,NA,K03-46,Quinn et al. (2007),
paleosol,1.68,-3.9,Koobi Fora,KBS,NA,K95-6003,Wynn (2004),
paleosol,1.67,-6.02,Koobi Fora,KBS,NA,K03-43,Quinn et al. (2007),
paleosol,1.66,-5.13,Koobi Fora,KBS,NA,K04-8,Quinn et al. (2007),
paleosol,1.66,-4.97,Koobi Fora,KBS,NA,K04-6,Quinn et al. (2007),
paleosol,1.66,-4.68,Koobi Fora,KBS,NA,K03-10,Quinn et al. (2007),
paleosol,1.66,-4.64,Koobi Fora,KBS,NA,K04-2,Quinn et al. (2007),
paleosol,1.66,-4.36,Koobi Fora,KBS,NA,K04-3,Quinn et al. (2007),
paleosol,1.66,-4.16,Koobi Fora,KBS,NA,K04-1,Quinn et al. (2007),
paleosol,1.66,-3.66,Koobi Fora,KBS,NA,K04-9,Quinn et al. (2007),
paleosol,1.66,-3.42,Koobi Fora,KBS,NA,K04-5,Quinn et al. (2007),
paleosol,1.66,-0.65,Koobi Fora,KBS,NA,K04-7,Quinn et al. (2007),
paleosol,1.66,-0.44,Koobi Fora,KBS,NA,K04-4,Quinn et al. (2007),
paleosol,1.65,-5.82,Koobi Fora,KBS,NA,K03-9,Quinn et al. (2007),
paleosol,1.65,-4.22,Koobi Fora,KBS,NA,K03-8,Quinn et al. (2007),
paleosol,1.65,-3.57,Koobi Fora,KBS,NA,K03-7,Quinn et al. (2007),
paleosol,1.64,-3.2,Koobi Fora,KBS,NA,6-104,Cerling et al. (1988),
paleosol,1.64,-6.58,Koobi Fora,KBS,NA,K03-42,Quinn et al. (2007),
paleosol,1.64,-6.41,Koobi Fora,KBS,NA,K03-41,Quinn et al. (2007),
paleosol,1.64,-3.81,Koobi Fora,KBS,NA,K93-5182,Quinn et al. (2007),
paleosol,1.64,-3.76,Koobi Fora,KBS,NA,K93-5182,Quinn et al. (2007),
paleosol,1.63,-7.08,Koobi Fora,KBS,NA,K03-40,Quinn et al. (2007),
paleosol,1.63,-6.4,Koobi Fora,KBS,NA,K04-135,Quinn et al. (2007),
paleosol,1.63,-5.69,Koobi Fora,KBS,NA,K93-5177,Quinn et al. (2007),
paleosol,1.63,-5.23,Koobi Fora,KBS,NA,K93-5177,Quinn et al. (2007),
paleosol,1.63,-4.86,Koobi Fora,KBS,NA,K04-133,Quinn et al. (2007),
paleosol,1.63,-4.72,Koobi Fora,KBS,NA,K04-134,Quinn et al. (2007),
paleosol,1.63,-3.64,Koobi Fora,KBS,NA,K04-136,Quinn et al. (2007),
paleosol,1.63,-3.5,Koobi Fora,KBS,NA,K04-138,Quinn et al. (2007),
paleosol,1.63,-3.38,Koobi Fora,KBS,NA,K04-137,Quinn et al. (2007),
paleosol,1.62,-5.94,Koobi Fora,KBS,NA,K03-5,Quinn et al. (2007),
paleosol,1.62,-5.44,Koobi Fora,KBS,NA,K02-3,Quinn et al. (2007),
paleosol,1.62,-5.31,Koobi Fora,KBS,NA,K03-6,Quinn et al. (2007),
paleosol,1.62,-4.61,Koobi Fora,KBS,NA,K02-1,Quinn et al. (2007),
paleosol,1.62,-3.43,Koobi Fora,KBS,NA,K02-2,Quinn et al. (2007),
paleosol,1.61,-7.22,Koobi Fora,KBS,NA,K03-38,Quinn et al. (2007),
paleosol,1.61,-7.17,Koobi Fora,KBS,NA,K91-4675,Quinn et al. (2007),
paleosol,1.61,-6.77,Koobi Fora,KBS,NA,K91-4671,Quinn et al. (2007),
paleosol,1.61,-6.74,Koobi Fora,KBS,NA,K03-33,Quinn et al. (2007),
paleosol,1.61,-6.46,Koobi Fora,KBS,NA,K03-39,Quinn et al. (2007),
paleosol,1.61,-6.31,Koobi Fora,KBS,NA,K03-34,Quinn et al. (2007),
paleosol,1.61,-6.18,Koobi Fora,KBS,NA,K91-4672,Quinn et al. (2007),
paleosol,1.61,-5.22,Koobi Fora,KBS,NA,K04-128,Quinn et al. (2007),
paleosol,1.61,-5.17,Koobi Fora,KBS,NA,K03-2 ,Quinn et al. (2007),
paleosol,1.61,-5.12,Koobi Fora,KBS,NA,K03-4,Quinn et al. (2007),
paleosol,1.61,-5.08,Koobi Fora,KBS,NA,K04-127,Quinn et al. (2007),
paleosol,1.61,-4.6,Koobi Fora,KBS,NA,K04-125,Quinn et al. (2007),
paleosol,1.61,-4.53,Koobi Fora,KBS,NA,K04-132,Quinn et al. (2007),
paleosol,1.61,-4.5,Koobi Fora,KBS,NA,K04-126,Quinn et al. (2007),
paleosol,1.61,-4.27,Koobi Fora,KBS,NA,K04-131,Quinn et al. (2007),
